Date,Product,Demand,Inventory,Price,Promotion,Festival,Temperature,Month,Weekday,Season
2025-01-24,Saffron,31,218,451,0,0,34,1,Friday,Winter
2025-01-25,Saffron,69,722,544,1,0,29,1,Saturday,Winter
2025-01-26,Saffron,50,672,640,0,0,34,1,Sunday,Winter
2025-01-27,Saffron,39,633,633,0,0,21,1,Monday,Winter
2025-01-28,Saffron,35,598,456,0,0,18,1,Tuesday,Winter
2025-01-29,Saffron,39,559,496,0,0,30,1,Wednesday,Winter
2025-01-30,Saffron,35,524,470,0,0,26,1,Thursday,Winter
2025-01-31,Saffron,39,485,571,0,0,27,1,Friday,Winter
2025-02-01,Saffron,45,440,603,0,0,22,2,Saturday,Winter
2025-02-02,Saffron,43,397,549,0,0,24,2,Sunday,Winter
2025-02-03,Saffron,31,366,596,0,0,21,2,Monday,Winter
2025-02-04,Saffron,36,330,518,0,0,32,2,Tuesday,Winter
2025-02-05,Saffron,31,299,610,0,0,34,2,Wednesday,Winter
2025-02-06,Saffron,34,265,592,0,0,20,2,Thursday,Winter
2025-02-07,Saffron,40,225,587,0,0,26,2,Friday,Winter
2025-02-08,Saffron,47,178,513,0,0,20,2,Saturday,Winter
2025-02-09,Saffron,46,872,491,0,0,24,2,Sunday,Winter
2025-02-10,Saffron,37,835,637,0,0,31,2,Monday,Winter
2025-02-11,Saffron,39,796,551,0,0,27,2,Tuesday,Winter
2025-02-12,Saffron,57,739,546,1,0,21,2,Wednesday,Winter
2025-02-13,Saffron,37,702,546,0,0,23,2,Thursday,Winter
2025-02-14,Saffron,33,669,462,0,0,34,2,Friday,Winter
2025-02-15,Saffron,49,620,609,0,0,25,2,Saturday,Winter
2025-02-16,Saffron,45,575,493,0,0,20,2,Sunday,Winter
2025-02-17,Saffron,31,544,621,0,0,19,2,Monday,Winter
2025-02-18,Saffron,32,512,547,0,0,37,2,Tuesday,Winter
2025-02-19,Saffron,39,473,485,0,0,22,2,Wednesday,Winter
2025-02-20,Saffron,38,435,504,0,0,33,2,Thursday,Winter
2025-02-21,Saffron,38,397,504,0,0,33,2,Friday,Winter
2025-02-22,Saffron,45,352,452,0,0,33,2,Saturday,Winter
2025-02-23,Saffron,51,301,567,0,0,22,2,Sunday,Winter
2025-02-24,Saffron,37,264,557,0,0,18,2,Monday,Winter
2025-02-25,Saffron,49,215,647,1,0,35,2,Tuesday,Winter
2025-02-26,Saffron,30,185,465,0,0,29,2,Wednesday,Winter
2025-02-27,Saffron,31,154,591,0,0,21,2,Thursday,Winter
2025-02-28,Saffron,31,963,515,0,0,26,2,Friday,Winter
2025-03-01,Saffron,59,904,524,1,0,20,3,Saturday,Summer
2025-03-02,Saffron,50,854,645,0,0,35,3,Sunday,Summer
2025-03-03,Saffron,32,822,599,0,0,28,3,Monday,Summer
2025-03-04,Saffron,34,788,461,0,0,32,3,Tuesday,Summer
2025-03-05,Saffron,35,753,531,0,0,30,3,Wednesday,Summer
2025-03-06,Saffron,37,716,607,0,0,31,3,Thursday,Summer
2025-03-07,Saffron,51,665,463,1,0,26,3,Friday,Summer
2025-03-08,Saffron,52,613,579,0,0,20,3,Saturday,Summer
2025-03-09,Saffron,61,552,474,1,0,19,3,Sunday,Summer
2025-03-10,Saffron,35,517,482,0,0,21,3,Monday,Summer
2025-03-11,Saffron,30,487,559,0,0,33,3,Tuesday,Summer
2025-03-12,Saffron,33,454,580,0,0,20,3,Wednesday,Summer
2025-03-13,Saffron,38,416,590,0,0,19,3,Thursday,Summer
2025-03-14,Saffron,31,385,645,0,0,32,3,Friday,Summer
2025-03-15,Saffron,44,341,595,0,0,23,3,Saturday,Summer
2025-03-16,Saffron,41,300,480,0,0,36,3,Sunday,Summer
2025-03-17,Saffron,31,269,459,0,0,19,3,Monday,Summer
2025-03-18,Saffron,31,238,608,0,0,32,3,Tuesday,Summer
2025-03-19,Saffron,52,186,548,1,0,26,3,Wednesday,Summer
2025-03-20,Saffron,32,154,456,0,0,33,3,Thursday,Summer
2025-03-21,Saffron,30,726,453,0,0,21,3,Friday,Summer
2025-03-22,Saffron,66,660,501,1,0,21,3,Saturday,Summer
2025-03-23,Saffron,47,613,565,0,0,20,3,Sunday,Summer
2025-03-24,Saffron,35,578,463,0,0,24,3,Monday,Summer
2025-03-25,Saffron,35,543,582,0,0,19,3,Tuesday,Summer
2025-03-26,Saffron,34,509,528,0,0,27,3,Wednesday,Summer
2025-03-27,Saffron,37,472,616,0,0,22,3,Thursday,Summer
2025-03-28,Saffron,34,438,630,0,0,35,3,Friday,Summer
2025-03-29,Saffron,57,381,637,1,0,28,3,Saturday,Summer
2025-03-30,Saffron,64,317,475,1,0,21,3,Sunday,Summer
2025-03-31,Saffron,54,263,629,1,0,23,3,Monday,Summer
2025-04-01,Saffron,39,224,590,0,0,34,4,Tuesday,Summer
2025-04-02,Saffron,49,175,586,1,0,26,4,Wednesday,Summer
2025-04-03,Saffron,30,958,459,0,0,35,4,Thursday,Summer
2025-04-04,Saffron,37,921,470,0,0,28,4,Friday,Summer
2025-04-05,Saffron,54,867,649,0,0,34,4,Saturday,Summer
2025-04-06,Saffron,45,822,622,0,0,36,4,Sunday,Summer
2025-04-07,Saffron,30,792,536,0,0,22,4,Monday,Summer
2025-04-08,Saffron,37,755,536,0,0,28,4,Tuesday,Summer
2025-04-09,Saffron,32,723,601,0,0,20,4,Wednesday,Summer
2025-04-10,Saffron,34,689,597,0,0,25,4,Thursday,Summer
2025-04-11,Saffron,33,656,588,0,0,37,4,Friday,Summer
2025-04-12,Saffron,42,614,635,0,0,22,4,Saturday,Summer
2025-04-13,Saffron,49,565,513,0,0,27,4,Sunday,Summer
2025-04-14,Saffron,30,535,585,0,0,25,4,Monday,Summer
2025-04-15,Saffron,31,504,627,0,0,20,4,Tuesday,Summer
2025-04-16,Saffron,33,471,527,0,0,26,4,Wednesday,Summer
2025-04-17,Saffron,39,432,568,0,0,35,4,Thursday,Summer
2025-04-18,Saffron,33,399,589,0,0,25,4,Friday,Summer
2025-04-19,Saffron,43,356,609,0,0,33,4,Saturday,Summer
2025-04-20,Saffron,39,317,617,0,0,35,4,Sunday,Summer
2025-04-21,Saffron,38,279,508,0,0,31,4,Monday,Summer
2025-04-22,Saffron,38,241,563,0,0,37,4,Tuesday,Summer
2025-04-23,Saffron,34,207,621,0,0,36,4,Wednesday,Summer
2025-04-24,Saffron,53,154,571,1,0,24,4,Thursday,Summer
2025-04-25,Saffron,51,751,598,1,0,30,4,Friday,Summer
2025-04-26,Saffron,51,700,600,0,0,29,4,Saturday,Summer
2025-04-27,Saffron,51,649,471,0,0,30,4,Sunday,Summer
2025-04-28,Saffron,34,615,629,0,0,35,4,Monday,Summer
2025-04-29,Saffron,32,583,600,0,0,29,4,Tuesday,Summer
2025-04-30,Saffron,40,543,614,0,0,18,4,Wednesday,Summer
2025-05-01,Saffron,35,508,468,0,0,24,5,Thursday,Summer
2025-05-02,Saffron,38,470,577,0,0,22,5,Friday,Summer
2025-05-03,Saffron,52,418,578,0,0,29,5,Saturday,Summer
2025-05-04,Saffron,64,354,513,1,0,27,5,Sunday,Summer
2025-05-05,Saffron,38,316,459,0,0,31,5,Monday,Summer
2025-05-06,Saffron,40,276,515,0,0,26,5,Tuesday,Summer
2025-05-07,Saffron,38,238,613,0,0,27,5,Wednesday,Summer
2025-05-08,Saffron,35,203,461,0,0,34,5,Thursday,Summer
2025-05-09,Saffron,38,165,611,0,0,37,5,Friday,Summer
2025-05-10,Saffron,64,711,550,1,0,21,5,Saturday,Summer
2025-05-11,Saffron,48,663,603,0,0,22,5,Sunday,Summer
2025-05-12,Saffron,35,628,552,0,0,27,5,Monday,Summer
2025-05-13,Saffron,33,595,637,0,0,30,5,Tuesday,Summer
2025-05-14,Saffron,36,559,520,0,0,21,5,Wednesday,Summer
2025-05-15,Saffron,32,527,529,0,0,37,5,Thursday,Summer
2025-05-16,Saffron,37,490,611,0,0,35,5,Friday,Summer
2025-05-17,Saffron,42,448,498,0,0,31,5,Saturday,Summer
2025-05-18,Saffron,49,399,566,0,0,21,5,Sunday,Summer
2025-05-19,Saffron,33,366,543,0,0,34,5,Monday,Summer
2025-05-20,Saffron,31,335,512,0,0,37,5,Tuesday,Summer
2025-05-21,Saffron,40,295,496,0,0,28,5,Wednesday,Summer
2025-05-22,Saffron,35,260,494,0,0,18,5,Thursday,Summer
2025-05-23,Saffron,33,227,597,0,0,33,5,Friday,Summer
2025-05-24,Saffron,76,151,552,1,0,26,5,Saturday,Summer
2025-05-25,Saffron,55,645,510,0,0,27,5,Sunday,Summer
2025-05-26,Saffron,40,605,562,0,0,30,5,Monday,Summer
2025-05-27,Saffron,40,565,558,0,0,36,5,Tuesday,Summer
2025-05-28,Saffron,53,512,495,1,0,36,5,Wednesday,Summer
2025-05-29,Saffron,34,478,498,0,0,27,5,Thursday,Summer
2025-05-30,Saffron,50,428,539,1,0,21,5,Friday,Summer
2025-05-31,Saffron,58,370,473,1,0,21,5,Saturday,Summer
2025-06-01,Saffron,51,319,480,0,0,37,6,Sunday,Monsoon
2025-06-02,Saffron,33,286,607,0,0,29,6,Monday,Monsoon
2025-06-03,Saffron,35,251,584,0,0,20,6,Tuesday,Monsoon
2025-06-04,Saffron,37,214,587,0,0,33,6,Wednesday,Monsoon
2025-06-05,Saffron,39,175,519,0,0,29,6,Thursday,Monsoon
2025-06-06,Saffron,33,725,633,0,0,28,6,Friday,Monsoon
2025-06-07,Saffron,63,662,645,1,0,35,6,Saturday,Monsoon
2025-06-08,Saffron,43,619,576,0,0,32,6,Sunday,Monsoon
2025-06-09,Saffron,37,582,597,0,0,32,6,Monday,Monsoon
2025-06-10,Saffron,55,527,603,1,0,29,6,Tuesday,Monsoon
2025-06-11,Saffron,38,489,614,0,0,35,6,Wednesday,Monsoon
2025-06-12,Saffron,36,453,614,0,0,34,6,Thursday,Monsoon
2025-06-13,Saffron,38,415,534,0,0,29,6,Friday,Monsoon
2025-06-14,Saffron,46,369,627,0,0,21,6,Saturday,Monsoon
2025-06-15,Saffron,52,317,482,0,0,34,6,Sunday,Monsoon
2025-06-16,Saffron,55,262,477,1,0,28,6,Monday,Monsoon
2025-06-17,Saffron,35,227,626,0,0,34,6,Tuesday,Monsoon
2025-06-18,Saffron,35,192,547,0,0,18,6,Wednesday,Monsoon
2025-06-19,Saffron,34,158,451,0,0,33,6,Thursday,Monsoon
2025-06-20,Saffron,39,986,547,0,0,33,6,Friday,Monsoon
2025-06-21,Saffron,45,941,525,0,0,32,6,Saturday,Monsoon
2025-06-22,Saffron,55,886,587,0,0,20,6,Sunday,Monsoon
2025-06-23,Saffron,30,856,641,0,0,24,6,Monday,Monsoon
2025-06-24,Saffron,54,802,559,1,0,37,6,Tuesday,Monsoon
2025-06-25,Saffron,37,765,528,0,0,37,6,Wednesday,Monsoon
2025-06-26,Saffron,60,705,617,1,0,34,6,Thursday,Monsoon
2025-06-27,Saffron,38,667,580,0,0,25,6,Friday,Monsoon
2025-06-28,Saffron,40,627,455,0,0,24,6,Saturday,Monsoon
2025-06-29,Saffron,51,576,627,0,0,28,6,Sunday,Monsoon
2025-06-30,Saffron,32,544,460,0,0,29,6,Monday,Monsoon
2025-07-01,Saffron,37,507,490,0,0,21,7,Tuesday,Monsoon
2025-07-02,Saffron,37,470,504,0,0,26,7,Wednesday,Monsoon
2025-07-03,Saffron,37,433,491,0,0,37,7,Thursday,Monsoon
2025-07-04,Saffron,31,402,456,0,0,33,7,Friday,Monsoon
2025-07-05,Saffron,50,352,563,0,0,28,7,Saturday,Monsoon
2025-07-06,Saffron,45,307,457,0,0,22,7,Sunday,Monsoon
2025-07-07,Saffron,40,267,550,0,0,21,7,Monday,Monsoon
2025-07-08,Saffron,35,232,468,0,0,26,7,Tuesday,Monsoon
2025-07-09,Saffron,48,184,512,1,0,30,7,Wednesday,Monsoon
2025-07-10,Saffron,47,859,453,1,0,23,7,Thursday,Monsoon
2025-07-11,Saffron,40,819,518,0,0,20,7,Friday,Monsoon
2025-07-12,Saffron,41,778,611,0,0,22,7,Saturday,Monsoon
2025-07-13,Saffron,48,730,565,0,0,23,7,Sunday,Monsoon
2025-07-14,Saffron,32,698,509,0,0,29,7,Monday,Monsoon
2025-07-15,Saffron,51,647,580,1,0,29,7,Tuesday,Monsoon
2025-07-16,Saffron,39,608,470,0,0,18,7,Wednesday,Monsoon
2025-07-17,Saffron,33,575,483,0,0,26,7,Thursday,Monsoon
2025-07-18,Saffron,31,544,507,0,0,28,7,Friday,Monsoon
2025-07-19,Saffron,51,493,466,0,0,22,7,Saturday,Monsoon
2025-07-20,Saffron,41,452,515,0,0,20,7,Sunday,Monsoon
2025-07-21,Saffron,36,416,647,0,0,26,7,Monday,Monsoon
2025-07-22,Saffron,30,386,649,0,0,20,7,Tuesday,Monsoon
2025-07-23,Saffron,38,348,496,0,0,23,7,Wednesday,Monsoon
2025-07-24,Saffron,34,314,506,0,0,31,7,Thursday,Monsoon
2025-07-25,Saffron,33,281,594,0,0,24,7,Friday,Monsoon
2025-07-26,Saffron,47,234,564,0,0,18,7,Saturday,Monsoon
2025-07-27,Saffron,49,185,636,0,0,19,7,Sunday,Monsoon
2025-07-28,Saffron,35,150,591,0,0,21,7,Monday,Monsoon
2025-07-29,Saffron,32,701,596,0,0,31,7,Tuesday,Monsoon
2025-07-30,Saffron,37,664,537,0,0,31,7,Wednesday,Monsoon
2025-07-31,Saffron,53,611,625,1,0,36,7,Thursday,Monsoon
2025-08-01,Saffron,53,558,468,1,0,26,8,Friday,Monsoon
2025-08-02,Saffron,71,487,573,1,0,36,8,Saturday,Monsoon
2025-08-03,Saffron,46,441,630,0,0,21,8,Sunday,Monsoon
2025-08-04,Saffron,38,403,513,0,0,18,8,Monday,Monsoon
2025-08-05,Saffron,38,365,591,0,0,28,8,Tuesday,Monsoon
2025-08-06,Saffron,38,327,636,0,0,31,8,Wednesday,Monsoon
2025-08-07,Saffron,33,294,517,0,0,25,8,Thursday,Monsoon
2025-08-08,Saffron,59,235,618,1,0,33,8,Friday,Monsoon
2025-08-09,Saffron,40,195,460,0,0,31,8,Saturday,Monsoon
2025-08-10,Saffron,43,152,518,0,0,33,8,Sunday,Monsoon
2025-08-11,Saffron,44,931,638,1,0,26,8,Monday,Monsoon
2025-08-12,Saffron,50,881,514,1,0,25,8,Tuesday,Monsoon
2025-08-13,Saffron,37,844,525,0,0,29,8,Wednesday,Monsoon
2025-08-14,Saffron,38,806,596,0,0,37,8,Thursday,Monsoon
2025-08-15,Saffron,37,769,470,0,0,36,8,Friday,Monsoon
2025-08-16,Saffron,45,724,581,0,0,24,8,Saturday,Monsoon
2025-08-17,Saffron,43,681,535,0,0,29,8,Sunday,Monsoon
2025-08-18,Saffron,53,628,632,1,0,26,8,Monday,Monsoon
2025-08-19,Saffron,36,592,615,0,0,23,8,Tuesday,Monsoon
2025-08-20,Saffron,43,549,510,1,0,29,8,Wednesday,Monsoon
2025-08-21,Saffron,40,509,585,0,0,36,8,Thursday,Monsoon
2025-08-22,Saffron,30,479,634,0,0,30,8,Friday,Monsoon
2025-08-23,Saffron,40,439,625,0,0,30,8,Saturday,Monsoon
2025-08-24,Saffron,46,393,498,0,0,31,8,Sunday,Monsoon
2025-08-25,Saffron,37,356,492,0,0,37,8,Monday,Monsoon
2025-08-26,Saffron,39,317,488,0,0,34,8,Tuesday,Monsoon
2025-08-27,Saffron,39,278,556,0,0,26,8,Wednesday,Monsoon
2025-08-28,Saffron,34,244,498,0,0,26,8,Thursday,Monsoon
2025-08-29,Saffron,48,196,508,1,0,24,8,Friday,Monsoon
2025-08-30,Saffron,78,950,596,1,0,28,8,Saturday,Monsoon
2025-08-31,Saffron,40,910,525,0,0,25,8,Sunday,Monsoon
2025-09-01,Saffron,46,864,494,1,0,24,9,Monday,Autumn
2025-09-02,Saffron,53,811,602,1,0,31,9,Tuesday,Autumn
2025-09-03,Saffron,36,775,626,0,0,32,9,Wednesday,Autumn
2025-09-04,Saffron,44,731,517,1,0,18,9,Thursday,Autumn
2025-09-05,Saffron,31,700,596,0,0,32,9,Friday,Autumn
2025-09-06,Saffron,45,655,525,0,0,36,9,Saturday,Autumn
2025-09-07,Saffron,78,577,643,1,0,36,9,Sunday,Autumn
2025-09-08,Saffron,39,538,591,0,0,35,9,Monday,Autumn
2025-09-09,Saffron,38,500,570,0,0,24,9,Tuesday,Autumn
2025-09-10,Saffron,50,450,604,1,0,19,9,Wednesday,Autumn
2025-09-11,Saffron,32,418,593,0,0,25,9,Thursday,Autumn
2025-09-12,Saffron,52,366,514,1,0,30,9,Friday,Autumn
2025-09-13,Saffron,67,299,472,1,0,23,9,Saturday,Autumn
2025-09-14,Saffron,43,256,613,0,0,20,9,Sunday,Autumn
2025-09-15,Saffron,38,218,630,0,0,23,9,Monday,Autumn
2025-09-16,Saffron,31,187,481,0,0,20,9,Tuesday,Autumn
2025-09-17,Saffron,38,723,512,0,0,25,9,Wednesday,Autumn
2025-09-18,Saffron,39,684,506,0,0,21,9,Thursday,Autumn
2025-09-19,Saffron,37,647,616,0,0,19,9,Friday,Autumn
2025-09-20,Saffron,51,596,645,0,0,22,9,Saturday,Autumn
2025-09-21,Saffron,48,548,468,0,0,27,9,Sunday,Autumn
2025-09-22,Saffron,32,516,620,0,0,32,9,Monday,Autumn
2025-09-23,Saffron,40,476,498,0,0,34,9,Tuesday,Autumn
2025-09-24,Saffron,34,442,585,0,0,19,9,Wednesday,Autumn
2025-09-25,Saffron,54,388,514,1,0,21,9,Thursday,Autumn
2025-09-26,Saffron,31,357,518,0,0,20,9,Friday,Autumn
2025-09-27,Saffron,46,311,556,0,0,27,9,Saturday,Autumn
2025-09-28,Saffron,50,261,574,0,0,32,9,Sunday,Autumn
2025-09-29,Saffron,39,222,571,0,0,22,9,Monday,Autumn
2025-09-30,Saffron,48,174,536,1,0,23,9,Tuesday,Autumn
2025-10-01,Saffron,96,686,624,1,1,37,10,Wednesday,Autumn
2025-10-02,Saffron,86,600,498,0,1,30,10,Thursday,Autumn
2025-10-03,Saffron,78,522,536,0,1,36,10,Friday,Autumn
2025-10-04,Saffron,117,405,534,1,1,31,10,Saturday,Autumn
2025-10-05,Saffron,103,302,541,1,1,20,10,Sunday,Autumn
2025-10-06,Saffron,80,222,466,0,1,20,10,Monday,Autumn
2025-10-07,Saffron,86,976,468,0,1,22,10,Tuesday,Autumn
2025-10-08,Saffron,74,902,613,0,1,36,10,Wednesday,Autumn
2025-10-09,Saffron,73,829,588,0,1,24,10,Thursday,Autumn
2025-10-10,Saffron,78,751,495,0,1,29,10,Friday,Autumn
2025-10-11,Saffron,121,630,632,1,1,21,10,Saturday,Autumn
2025-10-12,Saffron,99,531,592,0,1,28,10,Sunday,Autumn
2025-10-13,Saffron,104,427,624,1,1,32,10,Monday,Autumn
2025-10-14,Saffron,95,332,565,1,1,30,10,Tuesday,Autumn
2025-10-15,Saffron,86,246,596,0,1,23,10,Wednesday,Autumn
2025-10-16,Saffron,72,174,471,0,1,28,10,Thursday,Autumn
2025-10-17,Saffron,78,747,643,0,1,26,10,Friday,Autumn
2025-10-18,Saffron,116,631,562,1,1,25,10,Saturday,Autumn
2025-10-19,Saffron,94,537,486,0,1,18,10,Sunday,Autumn
2025-10-20,Saffron,91,446,582,0,1,26,10,Monday,Autumn
2025-10-21,Saffron,89,357,458,1,1,19,10,Tuesday,Autumn
2025-10-22,Saffron,84,273,524,0,1,20,10,Wednesday,Autumn
2025-10-23,Saffron,73,200,572,0,1,23,10,Thursday,Autumn
2025-10-24,Saffron,84,995,611,0,1,27,10,Friday,Autumn
2025-10-25,Saffron,85,910,488,0,1,20,10,Saturday,Autumn
2025-10-26,Saffron,107,803,567,0,1,24,10,Sunday,Autumn
2025-10-27,Saffron,81,722,462,0,1,36,10,Monday,Autumn
2025-10-28,Saffron,97,625,649,0,1,37,10,Tuesday,Autumn
2025-10-29,Saffron,83,542,601,0,1,32,10,Wednesday,Autumn
2025-10-30,Saffron,79,463,461,0,1,31,10,Thursday,Autumn
2025-10-31,Saffron,75,388,554,0,1,29,10,Friday,Autumn
2025-11-01,Saffron,94,294,542,0,1,35,11,Saturday,Autumn
2025-11-02,Saffron,108,186,618,1,1,23,11,Sunday,Autumn
2025-11-03,Saffron,99,723,556,1,1,36,11,Monday,Autumn
2025-11-04,Saffron,68,655,592,0,1,36,11,Tuesday,Autumn
2025-11-05,Saffron,87,568,628,0,1,22,11,Wednesday,Autumn
2025-11-06,Saffron,88,480,509,0,1,27,11,Thursday,Autumn
2025-11-07,Saffron,91,389,462,0,1,22,11,Friday,Autumn
2025-11-08,Saffron,93,296,543,0,1,26,11,Saturday,Autumn
2025-11-09,Saffron,107,189,497,1,1,24,11,Sunday,Autumn
2025-11-10,Saffron,74,627,554,0,1,24,11,Monday,Autumn
2025-11-11,Saffron,96,531,615,1,1,28,11,Tuesday,Autumn
2025-11-12,Saffron,70,461,586,0,1,25,11,Wednesday,Autumn
2025-11-13,Saffron,76,385,621,0,1,25,11,Thursday,Autumn
2025-11-14,Saffron,96,289,498,1,1,27,11,Friday,Autumn
2025-11-15,Saffron,99,190,551,0,1,19,11,Saturday,Autumn
2025-11-16,Saffron,103,697,602,0,1,20,11,Sunday,Autumn
2025-11-17,Saffron,76,621,473,0,1,28,11,Monday,Autumn
2025-11-18,Saffron,80,541,514,0,1,37,11,Tuesday,Autumn
2025-11-19,Saffron,94,447,476,0,1,27,11,Wednesday,Autumn
2025-11-20,Saffron,99,348,584,1,1,18,11,Thursday,Autumn
2025-11-21,Saffron,76,272,584,0,1,21,11,Friday,Autumn
2025-11-22,Saffron,88,184,649,0,1,30,11,Saturday,Autumn
2025-11-23,Saffron,112,650,605,1,1,30,11,Sunday,Autumn
2025-11-24,Saffron,90,560,586,0,1,22,11,Monday,Autumn
2025-11-25,Saffron,109,451,466,1,1,29,11,Tuesday,Autumn
2025-11-26,Saffron,86,365,587,0,1,30,11,Wednesday,Autumn
2025-11-27,Saffron,102,263,544,1,1,28,11,Thursday,Autumn
2025-11-28,Saffron,100,163,631,1,1,32,11,Friday,Autumn
2025-11-29,Saffron,93,877,454,0,1,37,11,Saturday,Autumn
2025-11-30,Saffron,90,787,615,0,1,19,11,Sunday,Autumn
2025-12-01,Saffron,39,748,470,0,0,31,12,Monday,Winter
2025-12-02,Saffron,35,713,511,0,0,35,12,Tuesday,Winter
2025-12-03,Saffron,32,681,455,0,0,25,12,Wednesday,Winter
2025-12-04,Saffron,40,641,557,0,0,18,12,Thursday,Winter
2025-12-05,Saffron,40,601,526,0,0,35,12,Friday,Winter
2025-12-06,Saffron,46,555,548,0,0,33,12,Saturday,Winter
2025-12-07,Saffron,54,501,639,0,0,29,12,Sunday,Winter
2025-12-08,Saffron,38,463,467,0,0,36,12,Monday,Winter
2025-12-09,Saffron,35,428,567,0,0,35,12,Tuesday,Winter
2025-12-10,Saffron,47,381,478,1,0,19,12,Wednesday,Winter
2025-12-11,Saffron,40,341,529,0,0,19,12,Thursday,Winter
2025-12-12,Saffron,58,283,457,1,0,21,12,Friday,Winter
2025-12-13,Saffron,38,245,636,0,0,37,12,Saturday,Winter
2025-12-14,Saffron,50,195,493,0,0,26,12,Sunday,Winter
2025-12-15,Saffron,49,900,605,1,0,27,12,Monday,Winter
2025-12-16,Saffron,37,863,619,0,0,25,12,Tuesday,Winter
2025-12-17,Saffron,59,804,471,1,0,22,12,Wednesday,Winter
2025-12-18,Saffron,32,772,557,0,0,30,12,Thursday,Winter
2025-12-19,Saffron,33,739,458,0,0,19,12,Friday,Winter
2025-12-20,Saffron,48,691,542,0,0,24,12,Saturday,Winter
2025-12-21,Saffron,41,650,566,0,0,20,12,Sunday,Winter
2025-12-22,Saffron,36,614,540,0,0,31,12,Monday,Winter
2025-12-23,Saffron,33,581,542,0,0,37,12,Tuesday,Winter
2025-12-24,Saffron,31,550,517,0,0,18,12,Wednesday,Winter
2025-12-25,Saffron,39,511,603,0,0,30,12,Thursday,Winter
2025-12-26,Saffron,57,454,508,1,0,28,12,Friday,Winter
2025-12-27,Saffron,55,399,642,0,0,34,12,Saturday,Winter
2025-12-28,Saffron,75,324,517,1,0,22,12,Sunday,Winter
2025-12-29,Saffron,37,287,628,0,0,20,12,Monday,Winter
2025-12-30,Saffron,32,255,596,0,0,30,12,Tuesday,Winter
2025-12-31,Saffron,36,219,520,0,0,25,12,Wednesday,Winter
2024-01-01,Makhana,134,766,285,0,0,37,1,Monday,Winter
2024-01-02,Makhana,135,631,220,0,0,33,1,Tuesday,Winter
2024-01-03,Makhana,139,492,247,0,0,32,1,Wednesday,Winter
2024-01-04,Makhana,146,346,206,1,0,25,1,Thursday,Winter
2024-01-05,Makhana,129,217,203,0,0,27,1,Friday,Winter
2024-01-06,Makhana,144,641,295,0,0,30,1,Saturday,Winter
2024-01-07,Makhana,153,488,233,0,0,23,1,Sunday,Winter
2024-01-08,Makhana,141,347,314,0,0,24,1,Monday,Winter
2024-01-09,Makhana,130,217,307,0,0,36,1,Tuesday,Winter
2024-01-10,Makhana,133,613,266,0,0,35,1,Wednesday,Winter
2024-01-11,Makhana,143,470,305,0,0,33,1,Thursday,Winter
2024-01-12,Makhana,151,319,195,1,0,25,1,Friday,Winter
2024-01-13,Makhana,148,171,211,0,0,19,1,Saturday,Winter
2024-01-14,Makhana,155,563,196,0,0,21,1,Sunday,Winter
2024-01-15,Makhana,143,420,280,0,0,23,1,Monday,Winter
2024-01-16,Makhana,135,285,215,0,0,34,1,Tuesday,Winter
2024-01-17,Makhana,152,1011,194,1,0,24,1,Wednesday,Winter
2024-01-18,Makhana,158,853,305,1,0,34,1,Thursday,Winter
2024-01-19,Makhana,141,712,249,0,0,23,1,Friday,Winter
2024-01-20,Makhana,150,562,255,1,0,33,1,Saturday,Winter
2024-01-21,Makhana,141,421,194,0,0,21,1,Sunday,Winter
2024-01-22,Makhana,129,292,292,0,0,36,1,Monday,Winter
2024-01-23,Makhana,134,158,257,0,0,18,1,Tuesday,Winter
2024-01-24,Makhana,158,889,238,1,0,36,1,Wednesday,Winter
2024-01-25,Makhana,132,757,262,0,0,18,1,Thursday,Winter
2024-01-26,Makhana,137,620,192,0,0,33,1,Friday,Winter
2024-01-27,Makhana,174,446,274,1,0,21,1,Saturday,Winter
2024-01-28,Makhana,146,300,236,0,0,22,1,Sunday,Winter
2024-01-29,Makhana,138,162,293,0,0,33,1,Monday,Winter
2024-01-30,Makhana,143,631,251,1,0,18,1,Tuesday,Winter
2024-01-31,Makhana,139,492,312,0,0,29,1,Wednesday,Winter
2024-02-01,Makhana,115,377,184,0,0,31,2,Thursday,Winter
2024-02-02,Makhana,122,255,238,0,0,18,2,Friday,Winter
2024-02-03,Makhana,126,675,302,0,0,19,2,Saturday,Winter
2024-02-04,Makhana,156,519,314,1,0,32,2,Sunday,Winter
2024-02-05,Makhana,121,398,307,0,0,37,2,Monday,Winter
2024-02-06,Makhana,116,282,242,0,0,27,2,Tuesday,Winter
2024-02-07,Makhana,143,655,241,1,0,27,2,Wednesday,Winter
2024-02-08,Makhana,124,531,248,0,0,26,2,Thursday,Winter
2024-02-09,Makhana,124,407,250,0,0,20,2,Friday,Winter
2024-02-10,Makhana,134,273,181,0,0,27,2,Saturday,Winter
2024-02-11,Makhana,156,846,218,1,0,32,2,Sunday,Winter
2024-02-12,Makhana,123,723,287,0,0,36,2,Monday,Winter
2024-02-13,Makhana,116,607,232,0,0,19,2,Tuesday,Winter
2024-02-14,Makhana,120,487,206,0,0,27,2,Wednesday,Winter
2024-02-15,Makhana,120,367,279,0,0,19,2,Thursday,Winter
2024-02-16,Makhana,129,238,189,1,0,32,2,Friday,Winter
2024-02-17,Makhana,154,681,201,1,0,21,2,Saturday,Winter
